timestamp,month,week,day,day_of_week,load_type_light_OneHotEnc,load_type_maximum_OneHotEnc,load_type_medium_OneHotEnc,lagging_current_reactive_power_kvarh_log,leading_current_reactive_power_kvarh_log,co2_tco2_log,lagging_current_power_factor_log,leading_current_power_factor_log,nsm_log,usage_kwh_log,consume_group
2018-01-01 00:00:00,1,1,1,1,1.0,0.0,0.0,1.505261880183934,2.0678749053083707,-6.173786103901953,4.426909373201815,4.184503872784199,10.498746232276948,2.0963908373885327,low_energy_consume
2018-01-02 06:00:00,1,1,2,4,1.0,0.0,0.0,3.164468916281091,0.0349648750358571,-3.757872325600889,4.411671396004009,4.587960444256899,10.611277009832945,3.969747740359511,high_energy_consume
2018-01-03 12:00:00,1,1,3,7,1.0,0.0,0.0,0.7047875017166204,2.2941328061790616,-5.837313867280747,4.458655830632032,4.136259292822092,10.712415766081785,2.143374410697183,low_energy_consume
2018-01-06 00:00:00,1,1,6,5,1.0,0.0,0.0,2.308061735439567,1.325393659530275,-4.938314632516639,4.283139335433016,4.466448202668011,10.498746232276948,2.8717079263703136,low_energy_consume
2018-01-08 12:00:00,1,2,8,6,1.0,0.0,0.0,1.4402102551513036,1.792162165912638,-5.521460917862246,4.406107271427348,4.269865267785551,10.712415766081785,2.45972416028308,low_energy_consume
2018-01-09 18:00:00,1,2,9,1,1.0,0.0,0.0,2.429959025644726,1.0762246564571405,-4.849367146500137,4.314357663230118,4.449567480259053,10.804258472752249,2.961878134547415,low_energy_consume
2018-01-12 06:00:00,1,2,12,6,1.0,0.0,0.0,1.7602831352526322,1.8874483651891505,-5.061928588483812,4.493330391732507,4.342878585547172,10.611277009832945,2.883640822556872,low_energy_consume
2018-01-17 06:00:00,1,3,17,3,1.0,0.0,0.0,3.2130153524638287,0.1487073201611922,-3.72278100578962,4.472357582591734,4.5847055396056255,10.611277009832945,3.930758069617508,high_energy_consume
2018-01-18 12:00:00,1,3,18,5,1.0,0.0,0.0,3.560285850519038,0.5731429298308521,-3.283414346005772,4.511112221834392,4.562539264679193,10.712415766081785,4.405394182762044,high_energy_consume
2018-01-19 18:00:00,1,3,19,6,1.0,0.0,0.0,3.079253539407228,0.6188725278491243,-3.624340932976368,4.52924261064218,4.577329540203362,10.804258472752249,4.051118058815601,high_energy_consume
2018-01-21 00:00:00,1,3,21,7,0.0,0.0,1.0,1.947159368455745,2.335673258405235,-5.585999438999818,4.457761036449786,4.181497827293288,10.498746232276948,2.4009814148502397,low_energy_consume
2018-01-22 06:00:00,1,4,22,1,1.0,0.0,0.0,3.3181418065248294,0.0874765465592656,-3.729701448634192,4.458521710783685,4.583110313028675,10.611277009832945,3.937588407758426,high_energy_consume
2018-01-23 12:00:00,1,4,23,3,1.0,0.0,0.0,3.349702312533486,0.5953965252162605,-3.624340932976368,4.4865198993782895,4.567373991060101,10.712415766081785,4.061598951384709,high_energy_consume
2018-01-24 18:00:00,1,4,24,4,1.0,0.0,0.0,3.076935845625184,0.6520213204327681,-3.757872325600889,4.498222300013256,4.5803103927571485,10.804258472752249,3.883908126893508,high_energy_consume
