timestamp,month,week,day,day_of_week,load_type,lagging_current_reactive_power_kvarh,leading_current_reactive_power_kvarh,co2_tco2,lagging_current_power_factor,leading_current_power_factor,nsm,usage_kwh
2018-01-01 00:00:00,1,1,1,Monday,Light_Load,4.505333333333334,7.908,0.0020833333333333,83.67241666666668,65.66091666666667,36270.0,8.13675
2018-01-02 06:00:00,1,1,2,Thursday,Light_Load,23.676166666666667,1.0355833333333333,0.0233333333333333,82.40708333333333,98.29375,40590.0,52.97116666666667
2018-01-03 12:00:00,1,1,3,Sunday,Light_Load,2.023416666666667,9.915833333333332,0.0029166666666666,86.37133333333333,62.568333333333335,44910.0,8.528166666666667
2018-01-04 18:00:00,1,1,4,Tuesday,Light_Load,1.78125,9.737166666666669,0.0,82.11833333333334,53.164750000000005,49230.0,3.109166666666667
2018-01-06 00:00:00,1,1,6,Friday,Light_Load,10.054916666666664,3.7636666666666665,0.0071666666666666,72.46758333333334,87.047,36270.0,17.667166666666667
2018-01-07 06:00:00,1,1,7,Sunday,Light_Load,1.9411666666666667,8.969416666666666,0.0,79.63008333333333,56.14275,40590.0,2.9195
2018-01-08 12:00:00,1,2,8,Saturday,Light_Load,4.221583333333333,6.002416666666666,0.004,81.94983333333333,71.512,44910.0,11.701583333333334
2018-01-09 18:00:00,1,2,9,Monday,Medium_Load,11.358416666666669,2.933583333333333,0.0078333333333333,74.76558333333334,85.58991666666667,49230.0,19.33425
2018-01-11 00:00:00,1,2,11,Thursday,Light_Load,13.786833333333334,2.857833333333333,0.0100833333333333,78.64349999999999,88.09008333333333,36270.0,24.64933333333333
2018-01-12 06:00:00,1,2,12,Saturday,Light_Load,5.8140833333333335,6.6025,0.0063333333333333,89.41875,76.92866666666667,40590.0,17.87925
2018-01-13 12:00:00,1,2,13,Sunday,Medium_Load,6.221416666666667,8.971499999999999,0.0080833333333333,89.24058333333333,74.56541666666666,44910.0,20.903
2018-01-14 18:00:00,1,2,14,Monday,Light_Load,17.294083333333333,5.535916666666666,0.0145,85.67375,83.25275,49230.0,34.04
2018-01-16 00:00:00,1,3,16,Tuesday,Light_Load,18.92475,1.8860833333333331,0.0150833333333333,78.83791666666666,94.98016666666668,36270.0,35.24691666666667
2018-01-17 06:00:00,1,3,17,Wednesday,Light_Load,24.85391666666667,1.1603333333333334,0.0241666666666666,87.56291666666667,97.97433333333332,40590.0,50.94558333333334
2018-01-18 12:00:00,1,3,18,Friday,Medium_Load,35.17325,1.7738333333333332,0.0375,91.023,95.8265,44910.0,81.89141666666666
2018-01-19 18:00:00,1,3,19,Saturday,Light_Load,21.742166666666662,1.8568333333333331,0.0266666666666666,92.68833333333332,97.25433333333334,49230.0,57.461666666666666
2018-01-21 00:00:00,1,3,21,Sunday,Light_Load,7.00875,10.336416666666668,0.00375,86.29408333333335,65.46383333333333,36270.0,11.034
2018-01-22 06:00:00,1,4,22,Monday,Light_Load,27.609,1.0914166666666667,0.024,86.35975,97.81816666666668,40590.0,51.29475
2018-01-23 12:00:00,1,4,23,Wednesday,Medium_Load,28.49425,1.81375,0.0266666666666666,88.81183333333334,96.29091666666666,44910.0,58.067083333333336
2018-01-24 18:00:00,1,4,24,Thursday,Light_Load,21.69183333333333,1.9194166666666668,0.0233333333333333,89.85725000000001,97.54466666666669,49230.0,48.61383333333333
2018-01-26 00:00:00,1,4,26,Friday,Light_Load,27.94575,0.8524999999999999,0.0293333333333333,87.11283333333334,98.19325,36270.0,63.17583333333334
2018-01-27 06:00:00,1,4,27,Saturday,Light_Load,3.333666666666667,7.165,0.00475,86.08983333333335,81.85833333333333,40590.0,13.793583333333334
2018-01-28 12:00:00,1,4,28,Monday,Medium_Load,11.586583333333332,6.185416666666667,0.0135833333333333,88.80691666666667,83.08766666666666,44910.0,33.88975
2018-01-29 18:00:00,1,5,29,Tuesday,Light_Load,25.0675,0.9239166666666666,0.0276666666666666,88.23691666666667,98.05725,49230.0,61.69983333333333
2018-01-31 00:00:00,1,5,31,Wednesday,Light_Load,20.05708333333333,0.9155,0.0231666666666666,84.07483333333333,98.14483333333332,36270.0,51.8875
2018-02-01 06:00:00,2,5,1,Tuesday,Light_Load,18.499333333333333,2.4526666666666666,0.0051666666666666,86.95808333333333,93.7105,40590.0,44.67816666666667
2018-02-02 12:00:00,2,5,2,Friday,Maximum_Load,9.67025,3.1964166666666665,0.0168333333333333,90.77166666666668,94.68825,44910.0,37.656
2018-02-03 18:00:00,2,5,3,Monday,Medium_Load,12.306333333333331,2.7543333333333333,0.0136666666666666,81.22883333333333,93.1115,49230.0,31.354166666666668
2018-02-05 00:00:00,2,6,5,Wednesday,Light_Load,18.21241666666667,2.112833333333333,0.0164166666666666,73.36066666666667,93.89925,36270.0,37.85725
2018-02-06 06:00:00,2,6,6,Saturday,Light_Load,6.891333333333334,7.282083333333333,0.00325,78.44825,66.66475,40590.0,10.277833333333332
2018-02-07 12:00:00,2,6,7,Thursday,Light_Load,8.155416666666666,6.6075,0.0065833333333333,80.45683333333334,70.042,44910.0,16.427
2018-02-08 18:00:00,2,6,8,Sunday,Light_Load,6.114833333333333,5.676083333333334,0.0040833333333333,78.49600000000001,70.05033333333334,49230.0,11.301
2018-02-10 00:00:00,2,6,10,Tuesday,Light_Load,18.449416666666664,1.065583333333333,0.0115,66.16658333333334,95.48525,36270.0,27.297
2018-02-11 06:00:00,2,6,11,Friday,Light_Load,15.3535,2.7291666666666665,0.0110833333333333,80.74675,87.65066666666667,40590.0,26.11975
2018-02-12 12:00:00,2,7,12,Tuesday,Light_Load,11.282083333333333,6.469083333333333,0.0134166666666666,90.23108333333332,72.18299999999999,44910.0,32.00091666666667
2018-02-13 18:00:00,2,7,13,Wednesday,Light_Load,5.500416666666666,8.704833333333333,0.00675,88.87458333333333,64.91475,49230.0,17.264583333333334
2018-02-15 00:00:00,2,7,15,Thursday,Light_Load,2.445,7.8045,0.0,78.85100000000001,64.82258333333333,36270.0,3.4491666666666663
2018-02-16 06:00:00,2,7,16,Friday,Light_Load,1.8499166666666669,9.46,0.0,83.53966666666666,57.8745,40590.0,3.4845
2018-02-17 12:00:00,2,7,17,Sunday,Light_Load,1.4200833333333334,11.25925,0.0,87.23416666666667,49.826,44910.0,3.53875
